"year","dist","city","party","cand","vote"
2009,"北海道4区","倶知安町","自由民主党","宮本とおる",3820
2009,"北海道4区","共和町","民主党","はちろ吉雄",2744
2009,"北海道4区","共和町","無所属","つるみ俊蔵",40
2009,"北海道4区","共和町","自由民主党","宮本とおる",1463
2009,"北海道4区","岩内町","民主党","はちろ吉雄",5256
2009,"北海道4区","岩内町","無所属","つるみ俊蔵",141
2009,"北海道4区","岩内町","自由民主党","宮本とおる",3762
2009,"北海道4区","泊村","民主党","はちろ吉雄",735
2009,"北海道4区","泊村","無所属","つるみ俊蔵",17
2009,"北海道4区","泊村","自由民主党","宮本とおる",533
2009,"北海道4区","神恵内村","民主党","はちろ吉雄",436
2009,"北海道4区","神恵内村","無所属","つるみ俊蔵",4
2009,"北海道4区","神恵内村","自由民主党","宮本とおる",336
2009,"北海道4区","積丹町","民主党","はちろ吉雄",1026
2009,"北海道4区","積丹町","無所属","つるみ俊蔵",32
2009,"北海道4区","積丹町","自由民主党","宮本とおる",685
2009,"北海道4区","古平町","民主党","はちろ吉雄",1257
2009,"北海道4区","古平町","無所属","つるみ俊蔵",81
2009,"北海道4区","古平町","自由民主党","宮本とおる",1043
2009,"北海道4区","仁木町","民主党","はちろ吉雄",1543
2009,"北海道4区","仁木町","無所属","つるみ俊蔵",40
2009,"北海道4区","仁木町","自由民主党","宮本とおる",893
2009,"北海道4区","余市町","民主党","はちろ吉雄",8173
2009,"北海道4区","余市町","無所属","つるみ俊蔵",210
2009,"北海道4区","余市町","自由民主党","宮本とおる",4566
2009,"北海道4区","赤井川村","民主党","はちろ吉雄",491
2009,"北海道4区","赤井川村","無所属","つるみ俊蔵",19
2009,"北海道4区","赤井川村","自由民主党","宮本とおる",281
2009,"北海道4区","北海道第4区合計","民主党","はちろ吉雄",149697
2009,"北海道4区","北海道第4区合計","無所属","つるみ俊蔵",3923
2009,"北海道4区","北海道第4区合計","自由民主党","宮本とおる",75029
2009,"北海道5区","札幌市厚別区","無所属","はたの泰紀",1372
2009,"北海道5区","札幌市厚別区","民主党","小林ちよみ",47893
2009,"北海道5区","札幌市厚別区","自由民主党","町村信孝",31474
2009,"北海道5区","江別市","無所属","はたの泰紀",1146
2009,"北海道5区","江別市","民主党","小林ちよみ",41812
2009,"北海道5区","江別市","自由民主党","町村信孝",31997
2009,"北海道5区","千歳市","無所属","はたの泰紀",951
2009,"北海道5区","千歳市","民主党","小林ちよみ",23903
2009,"北海道5区","千歳市","自由民主党","町村信孝",28926
2009,"北海道5区","恵庭市","無所属","はたの泰紀",667
2009,"北海道5区","恵庭市","民主党","小林ちよみ",19825
2009,"北海道5区","恵庭市","自由民主党","町村信孝",21648
2009,"北海道5区","北広島市","無所属","はたの泰紀",487
2009,"北海道5区","北広島市","民主党","小林ちよみ",21872
2009,"北海道5区","北広島市","自由民主党","町村信孝",15188
2009,"北海道5区","石狩市","無所属","はたの泰紀",533
2009,"北海道5区","石狩市","民主党","小林ちよみ",20923
2009,"北海道5区","石狩市","自由民主党","町村信孝",15107
2009,"北海道5区","当別町","無所属","はたの泰紀",187
2009,"北海道5区","当別町","民主党","小林ちよみ",5908
2009,"北海道5区","当別町","自由民主党","町村信孝",5541
2009,"北海道5区","新篠津村","無所属","はたの泰紀",37
2009,"北海道5区","新篠津村","民主党","小林ちよみ",816
2009,"北海道5区","新篠津村","自由民主党","町村信孝",1567
2009,"北海道5区","北海道第5区合計","無所属","はたの泰紀",5380
2009,"北海道5区","北海道第5区合計","民主党","小林ちよみ",182952
2009,"北海道5区","北海道第5区合計","自由民主党","町村信孝",151448
2009,"北海道6区","旭川市","民主党","ささき隆博",114161
2009,"北海道6区","旭川市","日本共産党","おぎう和敏",13581
2009,"北海道6区","旭川市","無所属","武田しんいち",2112
2009,"北海道6区","旭川市","自由民主党","今津ひろし",75097
2009,"北海道6区","士別市","民主党","ささき隆博",9947
2009,"北海道6区","士別市","日本共産党","おぎう和敏",342
2009,"北海道6区","士別市","無所属","武田しんいち",83
2009,"北海道6区","士別市","自由民主党","今津ひろし",4585
2009,"北海道6区","名寄市","民主党","ささき隆博",10150
2009,"北海道6区","名寄市","日本共産党","おぎう和敏",619
2009,"北海道6区","名寄市","無所属","武田しんいち",247
2009,"北海道6区","名寄市","自由民主党","今津ひろし",8853
2009,"北海道6区","富良野市","民主党","ささき隆博",7606
2009,"北海道6区","富良野市","日本共産党","おぎう和敏",636
2009,"北海道6区","富良野市","無所属","武田しんいち",187
2009,"北海道6区","富良野市","自由民主党","今津ひろし",6165
2009,"北海道6区","鷹栖町","民主党","ささき隆博",2808
2009,"北海道6区","鷹栖町","日本共産党","おぎう和敏",196
2009,"北海道6区","鷹栖町","無所属","武田しんいち",53
2009,"北海道6区","鷹栖町","自由民主党","今津ひろし",1679
2009,"北海道6区","東神楽町","民主党","ささき隆博",3462
2009,"北海道6区","東神楽町","日本共産党","おぎう和敏",297
2009,"北海道6区","東神楽町","無所属","武田しんいち",81
2009,"北海道6区","東神楽町","自由民主党","今津ひろし",1743
2009,"北海道6区","当麻町","民主党","ささき隆博",2621
2009,"北海道6区","当麻町","日本共産党","おぎう和敏",276
2009,"北海道6区","当麻町","無所属","武田しんいち",60
2009,"北海道6区","当麻町","自由民主党","今津ひろし",1751
2009,"北海道6区","比布町","民主党","ささき隆博",1588
2009,"北海道6区","比布町","日本共産党","おぎう和敏",199
2009,"北海道6区","比布町","無所属","武田しんいち",53
2009,"北海道6区","比布町","自由民主党","今津ひろし",1080
2009,"北海道6区","愛別町","民主党","ささき隆博",1206
2009,"北海道6区","愛別町","日本共産党","おぎう和敏",67
2009,"北海道6区","愛別町","無所属","武田しんいち",32
2009,"北海道6区","愛別町","自由民主党","今津ひろし",1111
2009,"北海道6区","上川町","民主党","ささき隆博",1872
2009,"北海道6区","上川町","日本共産党","おぎう和敏",132
2009,"北海道6区","上川町","無所属","武田しんいち",29
2009,"北海道6区","上川町","自由民主党","今津ひろし",1010
2009,"北海道6区","東川町","民主党","ささき隆博",2681
2009,"北海道6区","東川町","日本共産党","おぎう和敏",320
2009,"北海道6区","東川町","無所属","武田しんいち",76
2009,"北海道6区","東川町","自由民主党","今津ひろし",1747
2009,"北海道6区","美瑛町","民主党","ささき隆博",3971
2009,"北海道6区","美瑛町","日本共産党","おぎう和敏",422
2009,"北海道6区","美瑛町","無所属","武田しんいち",97
2009,"北海道6区","美瑛町","自由民主党","今津ひろし",2785
2009,"北海道6区","上富良野町","民主党","ささき隆博",3036
2009,"北海道6区","上富良野町","日本共産党","おぎう和敏",233
2009,"北海道6区","上富良野町","無所属","武田しんいち",196
2009,"北海道6区","上富良野町","自由民主党","今津ひろし",4110
2009,"北海道6区","中富良野町","民主党","ささき隆博",1623
2009,"北海道6区","中富良野町","日本共産党","おぎう和敏",148
2009,"北海道6区","中富良野町","無所属","武田しんいち",28
2009,"北海道6区","中富良野町","自由民主党","今津ひろし",1788
2009,"北海道6区","南富良野町","民主党","ささき隆博",1040
2009,"北海道6区","南富良野町","日本共産党","おぎう和敏",43
2009,"北海道6区","南富良野町","無所属","武田しんいち",37
2009,"北海道6区","南富良野町","自由民主党","今津ひろし",688
2009,"北海道6区","占冠村","民主党","ささき隆博",513
2009,"北海道6区","占冠村","日本共産党","おぎう和敏",18
2009,"北海道6区","占冠村","無所属","武田しんいち",5
2009,"北海道6区","占冠村","自由民主党","今津ひろし",298
2009,"北海道6区","和寒町","民主党","ささき隆博",1560
2009,"北海道6区","和寒町","日本共産党","おぎう和敏",107
2009,"北海道6区","和寒町","無所属","武田しんいち",19
2009,"北海道6区","和寒町","自由民主党","今津ひろし",1210
2009,"北海道6区","剣淵町","民主党","ささき隆博",1576
2009,"北海道6区","剣淵町","日本共産党","おぎう和敏",78
2009,"北海道6区","剣淵町","無所属","武田しんいち",38
2009,"北海道6区","剣淵町","自由民主党","今津ひろし",809
2009,"北海道6区","下川町","民主党","ささき隆博",1516
2009,"北海道6区","下川町","日本共産党","おぎう和敏",45
2009,"北海道6区","下川町","無所属","武田しんいち",39
2009,"北海道6区","下川町","自由民主党","今津ひろし",1098
2009,"北海道6区","美深町","民主党","ささき隆博",1851
2009,"北海道6区","美深町","日本共産党","おぎう和敏",93
2009,"北海道6区","美深町","無所属","武田しんいち",61
2009,"北海道6区","美深町","自由民主党","今津ひろし",1514
2009,"北海道6区","音威子府村","民主党","ささき隆博",391
2009,"北海道6区","音威子府村","日本共産党","おぎう和敏",11
2009,"北海道6区","音威子府村","無所属","武田しんいち",3
2009,"北海道6区","音威子府村","自由民主党","今津ひろし",210
2009,"北海道6区","中川町","民主党","ささき隆博",700
2009,"北海道6区","中川町","日本共産党","おぎう和敏",21
2009,"北海道6区","中川町","無所属","武田しんいち",18
2009,"北海道6区","中川町","自由民主党","今津ひろし",633
2009,"北海道6区","北海道第6区合計","民主党","ささき隆博",175879
2009,"北海道6区","北海道第6区合計","日本共産党","おぎう和敏",17884
2009,"北海道6区","北海道第6区合計","無所属","武田しんいち",3554
2009,"北海道6区","北海道第6区合計","自由民主党","今津ひろし",119964
2009,"北海道7区","釧路市","民主党","仲野ひろ子",52130
2009,"北海道7区","釧路市","自由民主党","伊東よしたか",56523
2009,"北海道7区","釧路市","無所属","かねなり幸子",1063
2009,"北海道7区","根室市","民主党","仲野ひろ子",9878
2009,"北海道7区","根室市","自由民主党","伊東よしたか",7948
2009,"北海道7区","根室市","無所属","かねなり幸子",330
2009,"北海道7区","釧路町","民主党","仲野ひろ子",5995
2009,"北海道7区","釧路町","自由民主党","伊東よしたか",6151
2009,"北海道7区","釧路町","無所属","かねなり幸子",104
2009,"北海道7区","厚岸町","民主党","仲野ひろ子",2877
2009,"北海道7区","厚岸町","自由民主党","伊東よしたか",3861
2009,"北海道7区","厚岸町","無所属","かねなり幸子",69
2009,"北海道7区","浜中町","民主党","仲野ひろ子",2033
2009,"北海道7区","浜中町","自由民主党","伊東よしたか",2130
2009,"北海道7区","浜中町","無所属","かねなり幸子",30
2009,"北海道7区","標茶町","民主党","仲野ひろ子",3022
2009,"北海道7区","標茶町","自由民主党","伊東よしたか",2357
2009,"北海道7区","標茶町","無所属","かねなり幸子",76
2009,"北海道7区","弟子屈町","民主党","仲野ひろ子",3200
2009,"北海道7区","弟子屈町","自由民主党","伊東よしたか",2167
2009,"北海道7区","弟子屈町","無所属","かねなり幸子",60
2009,"北海道7区","鶴居村","民主党","仲野ひろ子",682
2009,"北海道7区","鶴居村","自由民主党","伊東よしたか",1004
2009,"北海道7区","鶴居村","無所属","かねなり幸子",12
2009,"北海道7区","白糠町","民主党","仲野ひろ子",2923
2009,"北海道7区","白糠町","自由民主党","伊東よしたか",3286
2009,"北海道7区","白糠町","無所属","かねなり幸子",34
2009,"北海道7区","別海町","民主党","仲野ひろ子",4938
2009,"北海道7区","別海町","自由民主党","伊東よしたか",5058
2009,"北海道7区","別海町","無所属","かねなり幸子",124
2009,"北海道7区","中標津町","民主党","仲野ひろ子",7580
2009,"北海道7区","中標津町","自由民主党","伊東よしたか",6363
2009,"北海道7区","中標津町","無所属","かねなり幸子",153
2009,"北海道7区","標津町","民主党","仲野ひろ子",2083
2009,"北海道7区","標津町","自由民主党","伊東よしたか",1658
2009,"北海道7区","標津町","無所属","かねなり幸子",38
2009,"北海道7区","羅臼町","民主党","仲野ひろ子",1895
2009,"北海道7区","羅臼町","自由民主党","伊東よしたか",1644
2009,"北海道7区","羅臼町","無所属","かねなり幸子",38
2009,"北海道7区","北海道第7区合計","民主党","仲野ひろ子",99236
2009,"北海道7区","北海道第7区合計","自由民主党","伊東よしたか",100150
2009,"北海道7区","北海道第7区合計","無所属","かねなり幸子",2131
2009,"北海道8区","函館市","自由民主党","ふくしま啓史郎",32276
2009,"北海道8区","函館市","民主党","おおさか誠二",100706
2009,"北海道8区","函館市","無所属","西野あきら",2454
2009,"北海道8区","函館市","無所属","佐藤けんじ",21897
2009,"北海道8区","北斗市","自由民主党","ふくしま啓史郎",4765
2009,"北海道8区","北斗市","民主党","おおさか誠二",17489
2009,"北海道8区","北斗市","無所属","西野あきら",377
2009,"北海道8区","北斗市","無所属","佐藤けんじ",4460
2009,"北海道8区","松前町","自由民主党","ふくしま啓史郎",1524
2009,"北海道8区","松前町","民主党","おおさか誠二",2947
2009,"北海道8区","松前町","無所属","西野あきら",110
2009,"北海道8区","松前町","無所属","佐藤けんじ",1042
2009,"北海道8区","福島町","自由民主党","ふくしま啓史郎",953
2009,"北海道8区","福島町","民主党","おおさか誠二",1678
2009,"北海道8区","福島町","無所属","西野あきら",28
2009,"北海道8区","福島町","無所属","佐藤けんじ",523
2009,"北海道8区","知内町","自由民主党","ふくしま啓史郎",999
2009,"北海道8区","知内町","民主党","おおさか誠二",1608
2009,"北海道8区","知内町","無所属","西野あきら",50
2009,"北海道8区","知内町","無所属","佐藤けんじ",456
2009,"北海道8区","木古内町","自由民主党","ふくしま啓史郎",914
2009,"北海道8区","木古内町","民主党","おおさか誠二",2165
2009,"北海道8区","木古内町","無所属","西野あきら",42
2009,"北海道8区","木古内町","無所属","佐藤けんじ",348
2009,"北海道8区","七飯町","自由民主党","ふくしま啓史郎",3483
2009,"北海道8区","七飯町","民主党","おおさか誠二",11110
2009,"北海道8区","七飯町","無所属","西野あきら",215
2009,"北海道8区","七飯町","無所属","佐藤けんじ",2209
2009,"北海道8区","鹿部町","自由民主党","ふくしま啓史郎",510
2009,"北海道8区","鹿部町","民主党","おおさか誠二",1391
2009,"北海道8区","鹿部町","無所属","西野あきら",24
2009,"北海道8区","鹿部町","無所属","佐藤けんじ",700
2009,"北海道8区","森町","自由民主党","ふくしま啓史郎",2480
2009,"北海道8区","森町","民主党","おおさか誠二",6153
2009,"北海道8区","森町","無所属","西野あきら",144
2009,"北海道8区","森町","無所属","佐藤けんじ",1888
2009,"北海道8区","八雲町","自由民主党","ふくしま啓史郎",2450
2009,"北海道8区","八雲町","民主党","おおさか誠二",7184
2009,"北海道8区","八雲町","無所属","西野あきら",210
2009,"北海道8区","八雲町","無所属","佐藤けんじ",1318
2009,"北海道8区","長万部町","自由民主党","ふくしま啓史郎",834
2009,"北海道8区","長万部町","民主党","おおさか誠二",2842
2009,"北海道8区","長万部町","無所属","西野あきら",68
2009,"北海道8区","長万部町","無所属","佐藤けんじ",577
2009,"北海道8区","江差町","自由民主党","ふくしま啓史郎",1282
2009,"北海道8区","江差町","民主党","おおさか誠二",3597
2009,"北海道8区","江差町","無所属","西野あきら",96
2009,"北海道8区","江差町","無所属","佐藤けんじ",714
2009,"北海道8区","上ﾉ国町","自由民主党","ふくしま啓史郎",976
2009,"北海道8区","上ﾉ国町","民主党","おおさか誠二",2066
2009,"北海道8区","上ﾉ国町","無所属","西野あきら",32
2009,"北海道8区","上ﾉ国町","無所属","佐藤けんじ",443
2009,"北海道8区","厚沢部町","自由民主党","ふくしま啓史郎",784
2009,"北海道8区","厚沢部町","民主党","おおさか誠二",1604
2009,"北海道8区","厚沢部町","無所属","西野あきら",47
2009,"北海道8区","厚沢部町","無所属","佐藤けんじ",538
2009,"北海道8区","乙部町","自由民主党","ふくしま啓史郎",920
2009,"北海道8区","乙部町","民主党","おおさか誠二",1460
2009,"北海道8区","乙部町","無所属","西野あきら",43
2009,"北海道8区","乙部町","無所属","佐藤けんじ",406
2009,"北海道8区","奥尻町","自由民主党","ふくしま啓史郎",687
2009,"北海道8区","奥尻町","民主党","おおさか誠二",1037
2009,"北海道8区","奥尻町","無所属","西野あきら",40
2009,"北海道8区","奥尻町","無所属","佐藤けんじ",387
2009,"北海道8区","今金町","自由民主党","ふくしま啓史郎",809
2009,"北海道8区","今金町","民主党","おおさか誠二",2597
2009,"北海道8区","今金町","無所属","西野あきら",36
2009,"北海道8区","今金町","無所属","佐藤けんじ",441
2009,"北海道8区","せたな町","自由民主党","ふくしま啓史郎",1400
2009,"北海道8区","せたな町","民主党","おおさか誠二",3480
2009,"北海道8区","せたな町","無所属","西野あきら",59
2009,"北海道8区","せたな町","無所属","佐藤けんじ",1743
2009,"北海道8区","北海道第8区合計","自由民主党","ふくしま啓史郎",58046
2009,"北海道8区","北海道第8区合計","民主党","おおさか誠二",171114
2009,"北海道8区","北海道第8区合計","無所属","西野あきら",4075
2009,"北海道8区","北海道第8区合計","無所属","佐藤けんじ",40090
2009,"北海道9区","室蘭市","日本共産党","さとう昭子",3521
2009,"北海道9区","室蘭市","民主党","はとやま由紀夫",41777
2009,"北海道9区","室蘭市","無所属","さとむら英一",327
2009,"北海道9区","室蘭市","自由民主党","川畑さとし",14044
2009,"北海道9区","苫小牧市","日本共産党","さとう昭子",8321
2009,"北海道9区","苫小牧市","民主党","はとやま由紀夫",66038
2009,"北海道9区","苫小牧市","無所属","さとむら英一",1096
2009,"北海道9区","苫小牧市","自由民主党","川畑さとし",24880
2009,"北海道9区","登別市","日本共産党","さとう昭子",1728
2009,"北海道9区","登別市","民主党","はとやま由紀夫",22640
2009,"北海道9区","登別市","無所属","さとむら英一",217
2009,"北海道9区","登別市","自由民主党","川畑さとし",7507
2009,"北海道9区","伊達市","日本共産党","さとう昭子",1507
2009,"北海道9区","伊達市","民主党","はとやま由紀夫",15577
2009,"北海道9区","伊達市","無所属","さとむら英一",191
2009,"北海道9区","伊達市","自由民主党","川畑さとし",5491
2009,"北海道9区","豊浦町","日本共産党","さとう昭子",150
2009,"北海道9区","豊浦町","民主党","はとやま由紀夫",1782
2009,"北海道9区","豊浦町","無所属","さとむら英一",22
2009,"北海道9区","豊浦町","自由民主党","川畑さとし",896
2009,"北海道9区","壮瞥町","日本共産党","さとう昭子",61
2009,"北海道9区","壮瞥町","民主党","はとやま由紀夫",1240
2009,"北海道9区","壮瞥町","無所属","さとむら英一",30
2009,"北海道9区","壮瞥町","自由民主党","川畑さとし",537
2009,"北海道9区","白老町","日本共産党","さとう昭子",897
2009,"北海道9区","白老町","民主党","はとやま由紀夫",7988
2009,"北海道9区","白老町","無所属","さとむら英一",111
2009,"北海道9区","白老町","自由民主党","川畑さとし",3862
2009,"北海道9区","厚真町","日本共産党","さとう昭子",167
2009,"北海道9区","厚真町","民主党","はとやま由紀夫",1977
2009,"北海道9区","厚真町","無所属","さとむら英一",26
2009,"北海道9区","厚真町","自由民主党","川畑さとし",1230
2009,"北海道9区","洞爺湖町","日本共産党","さとう昭子",396
2009,"北海道9区","洞爺湖町","民主党","はとやま由紀夫",4259
2009,"北海道9区","洞爺湖町","無所属","さとむら英一",75
2009,"北海道9区","洞爺湖町","自由民主党","川畑さとし",2027
2009,"北海道9区","安平町","日本共産党","さとう昭子",382
2009,"北海道9区","安平町","民主党","はとやま由紀夫",3710
2009,"北海道9区","安平町","無所属","さとむら英一",64
2009,"北海道9区","安平町","自由民主党","川畑さとし",1701
2009,"北海道9区","むかわ町","日本共産党","さとう昭子",430
2009,"北海道9区","むかわ町","民主党","はとやま由紀夫",3944
2009,"北海道9区","むかわ町","無所属","さとむら英一",47
2009,"北海道9区","むかわ町","自由民主党","川畑さとし",2054
2009,"北海道9区","日高町","日本共産党","さとう昭子",601
2009,"北海道9区","日高町","民主党","はとやま由紀夫",5429
2009,"北海道9区","日高町","無所属","さとむら英一",109
2009,"北海道9区","日高町","自由民主党","川畑さとし",2717
2009,"北海道9区","平取町","日本共産党","さとう昭子",192
2009,"北海道9区","平取町","民主党","はとやま由紀夫",2376
2009,"北海道9区","平取町","無所属","さとむら英一",34
2009,"北海道9区","平取町","自由民主党","川畑さとし",1213
2009,"北海道9区","新冠町","日本共産党","さとう昭子",227
2009,"北海道9区","新冠町","民主党","はとやま由紀夫",2208
2009,"北海道9区","新冠町","無所属","さとむら英一",36
2009,"北海道9区","新冠町","自由民主党","川畑さとし",1211
2009,"北海道9区","浦河町","日本共産党","さとう昭子",492
2009,"北海道9区","浦河町","民主党","はとやま由紀夫",5955
2009,"北海道9区","浦河町","無所属","さとむら英一",136
2009,"北海道9区","浦河町","自由民主党","川畑さとし",2537
2009,"北海道9区","様似町","日本共産党","さとう昭子",119
2009,"北海道9区","様似町","民主党","はとやま由紀夫",2221
2009,"北海道9区","様似町","無所属","さとむら英一",24
2009,"北海道9区","様似町","自由民主党","川畑さとし",1144
2009,"北海道9区","えりも町","日本共産党","さとう昭子",175
2009,"北海道9区","えりも町","民主党","はとやま由紀夫",2216
2009,"北海道9区","えりも町","無所属","さとむら英一",40
2009,"北海道9区","えりも町","自由民主党","川畑さとし",1069
2009,"北海道9区","新ひだか町","日本共産党","さとう昭子",920
2009,"北海道9区","新ひだか町","民主党","はとやま由紀夫",10124
2009,"北海道9区","新ひだか町","無所属","さとむら英一",150
2009,"北海道9区","新ひだか町","自由民主党","川畑さとし",4996
2009,"北海道9区","北海道第9区合計","日本共産党","さとう昭子",20286
2009,"北海道9区","北海道第9区合計","民主党","はとやま由紀夫",201461
2009,"北海道9区","北海道第9区合計","無所属","さとむら英一",2735
2009,"北海道9区","北海道第9区合計","自由民主党","川畑さとし",79116
2009,"北海道10区","夕張市","民主党","小平忠正",5087
2009,"北海道10区","夕張市","無所属","大林まこと",208
2009,"北海道10区","夕張市","自由民主党","飯島ゆかり",2355
2009,"北海道10区","岩見沢市","民主党","小平忠正",35482
2009,"北海道10区","岩見沢市","無所属","大林まこと",1306
2009,"北海道10区","岩見沢市","自由民主党","飯島ゆかり",18464
2009,"北海道10区","留萌市","民主党","小平忠正",9064
2009,"北海道10区","留萌市","無所属","大林まこと",311
2009,"北海道10区","留萌市","自由民主党","飯島ゆかり",6331
2009,"北海道10区","美唄市","民主党","小平忠正",9921
2009,"北海道10区","美唄市","無所属","大林まこと",392
2009,"北海道10区","美唄市","自由民主党","飯島ゆかり",6034
2009,"北海道10区","芦別市","民主党","小平忠正",7571
2009,"北海道10区","芦別市","無所属","大林まこと",366
2009,"北海道10区","芦別市","自由民主党","飯島ゆかり",3451
2009,"北海道10区","赤平市","民主党","小平忠正",5411
2009,"北海道10区","赤平市","無所属","大林まこと",282
2009,"北海道10区","赤平市","自由民主党","飯島ゆかり",2567
2009,"北海道10区","三笠市","民主党","小平忠正",4654
2009,"北海道10区","三笠市","無所属","大林まこと",153
2009,"北海道10区","三笠市","自由民主党","飯島ゆかり",2370
2009,"北海道10区","滝川市","民主党","小平忠正",16486
2009,"北海道10区","滝川市","無所属","大林まこと",676
2009,"北海道10区","滝川市","自由民主党","飯島ゆかり",8793
2009,"北海道10区","砂川市","民主党","小平忠正",8121
2009,"北海道10区","砂川市","無所属","大林まこと",324
2009,"北海道10区","砂川市","自由民主党","飯島ゆかり",3945
2009,"北海道10区","歌志内市","民主党","小平忠正",2157
2009,"北海道10区","歌志内市","無所属","大林まこと",84
